都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,名称_通称,POIコード,住所,方書,緯度,経度,電話番号,内線番号,法人番号,団体名,利用可能曜日,開始時間,終了時間,利用可能日時特記事項,説明,バリアフリー情報,URL,備考
222127,0000010991,静岡県,焼津市,柳新屋団地,ヤナギアラヤダンチ,,,焼津市柳新屋603-1,,34.85459863,138.2881318,,,,住宅・公共建築課,,,,,,,,
222127,0000010994,静岡県,焼津市,浜当目コミュニティ防災センター,ハマトウメコミュニティボウサイセンター,,,焼津市浜当目3-1-45,,34.878951,138.331213,,,,地域防災課,,,,【開館時間】8:30-21:00,,,,
222127,0000010995,静岡県,焼津市,大井川保育園,オオイガワホイクエン,,,焼津市下江留41,,34.801773,138.28426,,,,保育・幼稚園課,,,,【開館時間】7:30～19:00 【休館日】日曜日、国民の祝日に関する法律に規定する休日,,,,
222127,0000010996,静岡県,焼津市,大富地域交流センター,オオトミチイキコウリュウセンター,,,焼津市中根新田93-1,,34.83828021,138.2983771,,,,スマイルライフ推進課,,,,【開館時間】9:00～21：30 【休館日】月曜日,,,,
222127,0000010997,静岡県,焼津市,小石川駐車場,コイシガワチュウシャジョウ,,,焼津市栄町2-7-21,,34.87096,138.320503,,,,道路課,,,,【開館時間】24時間,,,,
222127,0000010999,静岡県,焼津市,焼津駅南口自転車駐車場,ヤイヅエキミナミグチジテンシャチュウシャジョウ,,,焼津市栄町1-1-27,,34.872813,138.319844,,,,道路課,,,,【開館時間】6：00～22：30,,,,
222127,0000011001,静岡県,焼津市,小川新地コミュニティ防災センター,コガワシンチコミュニティボウサイセンター,,,焼津市小川新町1-11-2,,34.858654,138.321539,,,,地域防災課,,,,【開館時間】8:30-21:00,,,,
222127,0000011002,静岡県,焼津市,水防倉庫（石脇）,スイボウソウコイシワキ,,,焼津市石脇上693-19,,34.890515,138.321563,,,,河川課,,,,,,,,
222127,0000011003,静岡県,焼津市,本町５丁目共同駐車場,ホンマチゴチョウメキョウドウチュウシャジョウ,,,焼津市本町5-6-1,,34.862734,138.320995,,,,管財課,,,,【開館時間】8:00～22:30,,,,
222127,0000011008,静岡県,焼津市,消防団第７分団車庫・詰所,ショウボウダンダイナナブンダンシャコツメショ,,,焼津市坂本973,,34.89219543,138.3107799,,,,地域防災課,,,,,,,,
222127,0000011009,静岡県,焼津市,保健センター防災倉庫（黒石小学校）,ホケンセンターボウサイソウコクロイシショウガッコウ,,,焼津市大住1246-126,,34.85075669,138.3007005,,,,健康づくり課,,,,,,,,
222127,0000011010,静岡県,焼津市,大井川西放課後児童クラブ,オオイガワニシホウカゴジドウクラブ,,,焼津市上泉1688-1,,34.814867,138.266082,,,,家庭・子ども支援課,,,,【開館時間】平日：12:00～18:30　　土曜日：7:30～17:30 長期休暇：7:30～18:30 【休館日】日曜日、祝祭日,,,,
222127,0000011011,静岡県,焼津市,漁船員テニス場,ギョセンインテニスジョウ,,,焼津市中港5-20,,34.873777,138.330001,,,,スポーツ課,,,,【開館時間】8:00～21:00 【休館日】毎週月曜日、年末年始,,,,
222127,0000011012,静岡県,焼津市,石脇観光トイレ及び休憩所,イシワキカンコウトイレオヨビキュウケイジョ,,,焼津市石脇上592-1,,34.892028,138.322667,,,,観光交流課,,,,,,,,
222127,0000011015,静岡県,焼津市,大井川商工業研修センター,オオイガワショウコウギョウケンシュウセンター,,,焼津市宗高900,,34.804081,138.283987,,,,商工課,,,,【開館時間】09:00～22:00 【休館日】年末年始,,,,
222127,0000011016,静岡県,焼津市,大井川庁舎,オオイガワチョウシャ,,,焼津市宗高900,,34.803716,138.284334,,,,大井川市民サービスセンター,,,,【開館時間】8：30～17：15 【休館日】土、日、祭日,,,,
222127,0000011017,静岡県,焼津市,消防団第２分団車庫・詰所,ショウボウダンダイニブンダンシャコツメショ,,,焼津市焼津2-7-1,,34.86502803,138.313851,,,,地域防災課,,,,,,,,
222127,0000011030,静岡県,焼津市,放課後等デイサービス（色えんぴつ）,ホウガゴトウデイサービスイロエンピツ,,,焼津市三ケ名1058-1,,34.8601446,138.3052009,,,,地域福祉課,,,,【開館時間】平日　15:00～18:00   夏休み等　9:00～16:00 【休館日】土、日、祝日,,,,
222127,0000011031,静岡県,焼津市,大井川精神障害者地域活動支援センター,オオイガワセイシンショウガイシャチイキカツドウシエンセンター,,,焼津市宗高950-1,,34.80585406,138.2863496,,,,地域福祉課,,,,【開館時間】9:00～16:00 【休館日】土、日、祝日,,,,
222127,0000011032,静岡県,焼津市,二区コミュニティ防災センター,ニクコミュニティボウサイセンター,,,焼津市本町5-9-1,,34.861481,138.321482,,,,地域防災課,,,,【開館時間】8:30-21:00 【休館日】毎週金曜日,,,,
222127,0000011033,静岡県,焼津市,大井川地域交流センター,オオイガワチイキコウリュウセンター,,,焼津市宗高900,,34.80351693,138.2840724,,,,スマイルライフ推進課,,,,【開館時間】9：00～21：30 【休館日】月曜日,,,,
222127,0000011034,静岡県,焼津市,静浜幼稚園,シズハマヨウチエン,,,焼津市宗高88,,34.81381113,138.2840711,,,,保育・幼稚園課,,,,【開館時間】8:30～17:15 【休館日】土曜日、日曜日、祝日,,,,
222127,0000011035,静岡県,焼津市,駿河湾深層水体験施設アクアスやいづ,スルガワンシンソウスイタイケンシセツアクアスヤイヅ,,,焼津市鰯ケ島136-26,,34.857099,138.326688,,,,漁港振興課,,,,【開館時間】9:00～22：00 【休館日】月曜日,,,,
222127,0000011037,静岡県,焼津市,大井川文化会館,オオイガワブンカカイカン,,,焼津市宗高888,,34.80301375,138.2835387,,,,文化振興課,,,,【開館時間】9:00～21:30 【休館日】月曜日（月曜日が祝日又は振替休日のときはその翌平日）,,,,
222127,0000011038,静岡県,焼津市,大井川南幼稚園,オオイガワミナミヨウチエン,,,焼津市吉永334-2,,34.79602756,138.2901883,,,,保育・幼稚園課,,,,【開館時間】8:30～17:15 【休館日】土曜日、日曜日、祝日,,,,
222127,0000011041,静岡県,焼津市,富士見会館,フジミカイカン,,,焼津市大島1585-1,,34.81694315,138.3007799,,,,総務課,,,,【開館時間】9:00～21:00 【休館日】なし,,,,
222127,0000011042,静岡県,焼津市,小川保育園,コガワホイクエン,,,焼津市東小川4-21-11,,34.852811,138.313566,,,,保育・幼稚園課,,,,【開館時間】7:30～19:00 【休館日】日曜日、国民の祝日に関する法律に規定する休日,,,,
222127,0000011043,静岡県,焼津市,石津保育園,イシヅホイクエン,,,焼津市石津中町16-7,,34.841539,138.324692,,,,保育・幼稚園課,,,,【開館時間】7:30～19:00 【休館日】日曜日、国民の祝日に関する法律に規定する休日,,,,
222127,0000011044,静岡県,焼津市,大村地域交流センター,オオムラチイキコウリュウセンター,,,焼津市大覚寺3-5-5,,34.87416169,138.3007293,,,,スマイルライフ推進課,,,,【開館時間】9:00～21:30 【休館日】月曜日,,,,
222127,0000011045,静岡県,焼津市,大井川児童センター（とまとぴあ）,オオイガワジドウセンタートマトピア,,,焼津市宗高1205-1,,34.807804,138.287388,,,,子育て支援課,,,,【開館時間】9:00～17:00 【休館日】月曜日、第3日曜日，年末年始,,,,
222127,0000011046,静岡県,焼津市,保福島体育館,ホフクジマタイイクカン,,,焼津市保福島662,,34.869834,138.281546,,,,総務課,,,,【開館時間】8:00～21:00 【休館日】日曜日,,,,
222127,0000011049,静岡県,焼津市,陶芸センター,トウゲイセンター,,,焼津市三ケ名1582,,34.865651,138.303865,,,,地域包括ケア推進課,,,,【開館時間】不定期 【休館日】不定期,,,,
222127,0000011050,静岡県,焼津市,東益津地域交流センター,ヒガシマシヅチイキコウリュウセンター,,,焼津市石脇上65,,34.886409,138.320466,,,,スマイルライフ推進課,,,,【開館時間】9:00～21:30 【休館日】月曜日,,,,
222127,0000011051,静岡県,焼津市,ディスカバリーパーク焼津天文科学館,ディスカバリーパークヤイヅテンモンカガクカン,,,焼津市田尻2968-1,,34.822785,138.331594,,,,文化振興課,,,,【開館時間】平日　　　9：00～17：00 土日祝　10：00～19：00 【休館日】月曜日（月曜が祝休日の場合は開館し翌日休館）,,,,
222127,0000011057,静岡県,焼津市,花沢の里休憩所,ハナザワノサトトイレオヨビキュウケイジョ,,,焼津市花沢714-3,,34.90775,138.330917,,,,観光交流課,,,,,,,,
222127,0000011058,静岡県,焼津市,大井川河口野鳥園トイレ及び休憩所,オオイガワカコウヤチョウエントイレオヨビキュウケイジョ,,,焼津市飯淵2036,,34.771639,138.297111,,,,観光交流課,,,,,,,,
222127,0000011061,静岡県,焼津市,塩津団地,シオツダンチ,,,焼津市塩津三石地216-1,,34.86853574,138.3065596,,,,住宅・公共建築課,,,,,,,,
222127,0000011063,静岡県,焼津市,総合福祉会館（ウェルシップ）,ソウゴウフクシカイカンウェルシップ,,,焼津市大覚寺3-2-2,,34.87565451,138.3045385,,,,地域福祉課,,,,【開館時間】9：00～21：30 【休館日】月の第3日曜日、祝日,,,,
222127,0000011064,静岡県,焼津市,さつき幼稚園,サツキヨウチエン,,,焼津市大覚寺3-5-1,,34.87347,138.300755,,,,保育・幼稚園課,,,,【開館時間】8:30～17:15 【休館日】土曜日、日曜日、祝日,,,,
222127,0000011065,静岡県,焼津市,アトレ庁舎,アトレチョウシャ,,,焼津市本町5-6-1,,34.86313333,138.320437,,,,土木管理課,,,,【開館時間】8:30～17:15 【休館日】土・日、祝日,,,,
222127,0000011067,静岡県,焼津市,焼津体育館,ヤイヅタイイクカン,,,焼津市焼津2-7-3,,34.86429997,138.3132022,,,,スポーツ課,,,,【開館時間】8:30～21:00 【休館日】毎週月曜日、年末年始,,,,
222127,0000011068,静岡県,焼津市,勤労会館サンライフ焼津,キンロウカイカンサンライフヤイヅ,,,焼津市中港3-3-12,,34.873882,138.325299,,,,商工課,,,,【開館時間】午前９時　から　午後９時 【休館日】月曜日（祝日又は臨時休館日の場合は、翌日を旧館とする。）、　12月29日～翌月１月３日（年末年始）,,,,
222127,0000011069,静岡県,焼津市,大富幼稚園,オオトミヨウチエン,,,焼津市中根新田638,,34.83374452,138.2939324,,,,保育・幼稚園課,,,,【開館時間】8:30～17:15 【休館日】土曜日、日曜日、祝日,,,,
222127,0000011073,静岡県,焼津市,保福島団地,ホフクジマダンチ,,,焼津市保福島宮島1176,,34.86827455,138.2860954,,,,住宅・公共建築課,,,,,,,,
222127,0000011075,静岡県,焼津市,浜当目海水浴場,ハマトウメカイスイヨクジョウ,,,焼津市浜当目3-1731-1-1,,34.880194,138.336222,,,,観光交流課,,,,【開館時間】10:00 ～ 16:00    (土日祝等17:00),,,,
222127,0000011084,静岡県,焼津市,静浜幼稚園下藤分園,シズハマヨウチエンシモフジブンダン,,,焼津市下小杉1361,,34.81064523,138.3070891,,,,保育・幼稚園課,,,,【開館時間】8:30～17:15 【休館日】土曜日、日曜日、祝日,,,,
222127,0000011085,静岡県,焼津市,富士見団地,フジミダンチ,,,焼津市北新田上島75-1,,34.83207436,138.3140455,,,,住宅・公共建築課,,,,,,,,
222127,0000011087,静岡県,焼津市,成案侍団地,セイアンジダンチ,,,焼津市惣右衛門新田1183,,34.8168779,138.319664,,,,住宅・公共建築課,,,,,,,,
222127,0000011088,静岡県,焼津市,八楠団地,ヤグスダンチ,,,焼津市八楠2-7-1,,34.87896348,138.3125309,,,,住宅・公共建築課,,,,,,,,
222127,0000011089,静岡県,焼津市,学校給食センター,ガッコウキュウショク,,,焼津市大島1746,,34.820823,138.302713,,,,学校給食課,,,,【開館時間】8:00～16:45 【休館日】土・日曜日、祝日,,,,
222127,0000011090,静岡県,焼津市,東益津幼稚園,ヒガシマシヅヨウチエン,,,焼津市石脇下791-2,,34.88708253,138.3221042,,,,保育・幼稚園課,,,,【開館時間】8:30～17:15 【休館日】土曜日、日曜日、祝日,,,,
222127,0000011091,静岡県,焼津市,西松原団地,ニシマツバラダンチ,,,焼津市田尻北堀切1325-1,,34.83972406,138.3339302,,,,住宅・公共建築課,,,,,,,,
222127,0000011092,静岡県,焼津市,焼津文化会館,ヤイヅブンカカイカン,,,焼津市三ケ名1550-2,,34.86466037,138.3057186,,,,文化振興課,,,,【開館時間】9:00～21:30 【休館日】月曜日（月曜日が祝日又は振替休日のときはその翌平日）,,,,
222127,0000011093,静岡県,焼津市,青峯プール,アオミネプール,,,焼津市小川3812-7,,34.85508267,138.3236922,,,,スポーツ課,,,,【開館時間】9:00～17:00、14:00～17:00 【休館日】毎年9月上旬～翌年6月末、8/13,,,,
222127,0000011097,静岡県,焼津市,保健センター,ホケンセンター,,,焼津市東小川1-8-1,,34.86008679,138.3131724,,,,健康づくり課,,,,【開館時間】8：30～17：15,,,,
222127,0000011098,静岡県,焼津市,障害福祉サービス事業所（すいせん）,ショウガイフクシサービスジギョウショスイセン,,,焼津市宗高949-2,,34.80548731,138.2864258,,,,地域福祉課,,,,【開館時間】9:00～16:00 【休館日】土・日・祝日,,,,
222127,0000011099,静岡県,焼津市,大井川西幼稚園,オオイガワニシヨウチエン,,,焼津市下江留2300-1,,34.81463837,138.2663421,,,,保育・幼稚園課,,,,【開館時間】8:30～17:15 【休館日】土曜日、日曜日、祝日,,,,
222127,0000011102,静岡県,焼津市,消防防災センター,ショウボウボウサイセンター,,,焼津市石津728-2,,34.84301996,138.3093363,,,,防災計画課,,,,【開館時間】8：30～17：15 【休館日】土日曜日、祝休日,,,,
222127,0000011104,静岡県,焼津市,焼津市役所本庁舎,ホンチョウシャ,,,焼津市本町2-16-32,,34.867221,138.322876,,,,管財課,,,,【開館時間】8:30～17:15 【休館日】土曜、日曜日、祝日,,,,
222127,0000011107,静岡県,焼津市,大井川西小学校,オオイガワニシショウガッコウ,,,焼津市上泉1688-1,,34.81458065,138.2647679,,,,教育総務課,,,,【開館時間】8:00～16:30 【休館日】土曜日、日曜日、祝日,,,,
222127,0000011109,静岡県,焼津市,大井川南小学校,オオイガワミナミショウガッコウ,,,焼津市吉永490,,34.79476239,138.2942859,,,,教育総務課,,,,【開館時間】8:00～16:30 【休館日】土曜日、日曜日、祝日,,,,
222127,0000011110,静岡県,焼津市,大村中学校,オオムラチュウガッコウ,,,焼津市大村3-25-1,,34.87181897,138.3043713,,,,教育総務課,,,,【開館時間】8:00～16:30 【休館日】土曜日、日曜日、祝日,,,,
222127,0000011111,静岡県,焼津市,水道庁舎,スイドウチョウシャ,,,焼津市祢宜島20-1,,34.842667,138.30264,,,,水道総務課,,,,【開館時間】8:30～17：15 【休館日】土曜日、日曜日、祝日法による休日,,,,
222127,0000011112,静岡県,焼津市,焼津消防署大井川分署,ヤイヅショウボウショオオイガワブンショ,,,焼津市宗高909-1,,34.804572,138.284807,,,,管財課,,,,【開館時間】24時間 【休館日】なし,,,,
222127,0000011113,静岡県,焼津市,中根新田団地,ナカネシンデンダンチ,,,焼津市中根新田道下659,,34.8339983,138.2909208,,,,住宅・公共建築課,,,,,,,,
222127,0000011114,静岡県,焼津市,東益津小学校,ヒガシマシヅショウガッコウ,,,焼津市石脇上65,,34.886636,138.319814,,,,教育総務課,,,,【開館時間】8:00～16:30 【休館日】土曜日、日曜日、祝日,,,,
222127,0000011115,静岡県,焼津市,和田中学校,ワダチュウガッコウ,,,焼津市田尻1984,,34.82646847,138.3209351,,,,教育総務課,,,,【開館時間】8:00～16:30 【休館日】土曜日、日曜日、祝日,,,,
222127,0000011117,静岡県,焼津市,大井川東小学校,オオイガワヒガシショウガッコウ,,,焼津市宗高428,,34.80760732,138.2931544,,,,教育総務課,,,,【開館時間】8:00～16:30 【休館日】土曜日、日曜日、祝日,,,,
222127,0000011118,静岡県,焼津市,田尻西団地,タジリニシダンチ,,,焼津市田尻和田95,,34.82774022,138.3161473,,,,住宅・公共建築課,,,,,,,,
222127,0000011119,静岡県,焼津市,黒石小学校,クロイシショウガッコウ,,,焼津市大住1246,,34.85075669,138.3007005,,,,教育総務課,,,,【開館時間】8:00～16:30 【休館日】土曜日、日曜日、祝日,,,,
222127,0000011120,静岡県,焼津市,焼津東小学校,ヤイヅヒガシショウガッコウ,,,焼津市栄町5-14-1,,34.86795199,138.3194036,,,,教育総務課,,,,【開館時間】8:00～16:30 【休館日】土曜日、日曜日、祝日,,,,
222127,0000011121,静岡県,焼津市,焼津南小学校,ヤイヅミナミショウガッコウ,,,焼津市焼津5-5-1,,34.860991,138.317401,,,,教育総務課,,,,【開館時間】8:00～16:30 【休館日】土曜日、日曜日、祝日,,,,
222127,0000011122,静岡県,焼津市,豊田小学校,トヨダショウガッコウ,,,焼津市五ケ堀之内2,,34.86352131,138.290294,,,,教育総務課,,,,【開館時間】8:00～16:30 【休館日】土曜日、日曜日、祝日,,,,
222127,0000011123,静岡県,焼津市,請所団地,ウケショダンチ,,,焼津市治長請所上196,,34.83405132,138.2766671,,,,住宅・公共建築課,,,,,,,,
222127,0000011124,静岡県,焼津市,焼津西小学校,ヤイヅニシショウガッコウ,,,焼津市塩津117-1,,34.86603493,138.3099987,,,,教育総務課,,,,【開館時間】8:00～16:30 【休館日】土曜日、日曜日、祝日,,,,
222127,0000011125,静岡県,焼津市,宗高団地,ムナダカダンチ,,,焼津市宗高368-1,,34.80688691,138.2894579,,,,住宅・公共建築課,,,,,,,,
222127,0000011126,静岡県,焼津市,東益津中学校,ヒガシマシヅチュウガッコウ,,,焼津市中里416,,34.88520202,138.3189189,,,,教育総務課,,,,【開館時間】8:00～16:30 【休館日】土曜日、日曜日、祝日,,,,
222127,0000011127,静岡県,焼津市,焼津中学校,ヤイヅチュウガッコウ,,,焼津市焼津2-10-28,,34.86490745,138.3121953,,,,教育総務課,,,,【開館時間】8:00～16:30 【休館日】土曜日、日曜日、祝日,,,,
222127,0000011128,静岡県,焼津市,和田小学校,ワダショウガッコウ,,,焼津市田尻541,,34.827568,138.320982,,,,教育総務課,,,,【開館時間】8:00～16:30 【休館日】土曜日、日曜日、祝日,,,,
222127,0000011129,静岡県,焼津市,小川中学校,コガワチュウガッコウ,,,焼津市東小川4-21-1,,34.85304977,138.3134672,,,,教育総務課,,,,【開館時間】8:00～16:30 【休館日】土曜日、日曜日、祝日,,,,
222127,0000011130,静岡県,焼津市,港中学校,ミナトチュウガッコウ,,,焼津市田尻北584,,34.83822766,138.3298678,,,,教育総務課,,,,【開館時間】8:00～16:30 【休館日】土曜日、日曜日、祝日,,,,
222127,0000011131,静岡県,焼津市,大井川中学校,オオイガワチュウガッコウ,,,焼津市下江留191,,34.80114094,138.2816336,,,,教育総務課,,,,【開館時間】8:00～16:30 【休館日】土曜日、日曜日、祝日,,,,
222127,0000011132,静岡県,焼津市,豊田中学校,トヨダチュウガッコウ,,,焼津市小土301-2,,34.8680792,138.2930293,,,,教育総務課,,,,【開館時間】8:00～16:30 【休館日】土曜日、日曜日、祝日,,,,
222127,0000011133,静岡県,焼津市,港小学校,ミナトショウガッコウ,,,焼津市石津港町40-2,,34.8407024,138.3268265,,,,教育総務課,,,,【開館時間】8:00～16:30 【休館日】土曜日、日曜日、祝日,,,,
222127,0000011134,静岡県,焼津市,大富小学校,オオトミショウガッコウ,,,焼津市中根新田637,,34.83420096,138.2943154,,,,教育総務課,,,,【開館時間】8:00～16:30 【休館日】土曜日、日曜日、祝日,,,,
222127,0000011135,静岡県,焼津市,小川小学校,コガワショウガッコウ,,,焼津市小川2525,,34.84979801,138.3160134,,,,教育総務課,,,,【開館時間】8:00～16:30 【休館日】土曜日、日曜日、祝日,,,,
222127,0000011136,静岡県,焼津市,大富中学校,オオトミチュウガッコウ,,,焼津市中根1-1,,34.83929048,138.2981373,,,,教育総務課,,,,【開館時間】8:00～16:30 【休館日】土曜日、日曜日、祝日,,,,
222127,0000011137,静岡県,焼津市,市立総合病院,シリツソウゴウビョウイン,,,焼津市道原1000,,34.83795035,138.3060301,,,,用度施設課,,,,【開館時間】8:30～17:00（外来）12:00～20:00（見舞い）24時間（救急）,,,,
222127,0000011138,静岡県,焼津市,医師住宅,イシジュウタク,,,焼津市道原1000,,34.83795035,138.3060301,,,,用度施設課,,,,,,,,
222127,0000011146,静岡県,焼津市,水防倉庫（飯淵）,スイボウソウコイイブチ,,,焼津市飯淵171,,34.786015,138.27921,,,,河川課,,,,,,,,
222127,0000011147,静岡県,焼津市,水防倉庫（相川）,スイボウソウコアイカワ,,,焼津市相川2107,,34.806761,138.253464,,,,河川課,,,,,,,,
222127,0000011148,静岡県,焼津市,水防倉庫（上泉）,スイボウソウコカミイズミ,,,焼津市上泉145,,34.813825,138.245877,,,,河川課,,,,,,,,
222127,0000011149,静岡県,焼津市,地域産物販売提供施設（うみえ～る焼津）,チイキサンブツハンバイテキョウシセツウミエールヤイヅ,,,焼津市鰯ケ島136-26,,34.85682843,138.3266033,,,,漁港振興課,,,,【開館時間】8:00～21：00,,,,
222127,0000011150,静岡県,焼津市,消防団第７分団車庫,ショウボウダンダイナナブンダンシャコ,,,焼津市吉津78-1,,34.90037871,138.3312167,,,,地域防災課,,,,,,,,
222127,0000011153,静岡県,焼津市,小川港艇庫（焼津中学校）,コガワコウテイコヤイヅチュウガッコウ,,,焼津市小川3389-14,,34.849548,138.325489,,,,学校教育課,,,,,,,,
222127,0000011156,静岡県,焼津市,総合体育館（シーガルドーム）,ソウゴウタイイクカンシーガルドーム,,,焼津市保福島1050,,34.863669,138.281142,,,,スポーツ課,,,,【開館時間】8:30～21:00 【休館日】毎週月曜日、年末年始,,,,
222127,0000011157,静岡県,焼津市,総合グラウンドテニス場,ソウゴウグラウンドテニスジョウ,,,焼津市保福島1050,,34.864093,138.276653,,,,スポーツ課,,,,【開館時間】8:30～21:00 【休館日】毎週月曜日、年末年始,,,,
222127,0000011158,静岡県,焼津市,総合グラウンド陸上競技場,ソウゴウグラウンドリクジョウキョウギジョウ,,,焼津市保福島1050,,34.864262,138.278126,,,,スポーツ課,,,,【開館時間】8:30～21:00 【休館日】毎週月曜日、年末年始,,,,
222127,0000011159,静岡県,焼津市,総合グラウンド野球場,ソウゴウグラウンドヤキュウジョウ,,,焼津市小土1278-1,,34.864394,138.280031,,,,スポーツ課,,,,【開館時間】8:30～21:00 【休館日】毎週月曜日、年末年始,,,,
222127,0000011160,静岡県,焼津市,保健センター防災倉庫（小川中学校）,ホケンセンターボウサイソウココガワチュウガッコウ,,,焼津市東小川4-21-1,,34.85285,138.31403,,,,健康づくり課,,,,,,,,
222127,0000011161,静岡県,焼津市,保健センター防災倉庫（焼津ケアセンター）,ホケンセンターボウサイソウコ,,,焼津市中根新田1315,,34.82918,138.286913,,,,健康づくり課,,,,,,,,
222127,0000011162,静岡県,焼津市,保健センター防災倉庫（大井川西小学校）,ホケンセンターボウサイソウコ,,,焼津市上泉1688-1,,34.814584,138.264757,,,,健康づくり課,,,,,,,,
222127,0000011164,静岡県,焼津市,焼津防災備蓄倉庫,ヤイヅボウサイビチクソウコ,,,焼津市焼津4-9-1,,34.8637929,138.3118686,,,,地域防災課,,,,,,,,
222127,0000011166,静岡県,焼津市,ふれあいギャラリー,フレアイギャラリー,,,焼津市本町5-1-18,,34.862679,138.319793,,,,文化振興課,,,,【開館時間】9：00～17：00 【休館日】月曜日、祝日、12/29～1/3,,,,
222127,0000011167,静岡県,焼津市,飯淵グラウンド,イイブチ,,,焼津市飯淵1246,,34.782654,138.284918,,,,スポーツ課,,,,【開館時間】8:30～21:00 【休館日】年末年始,,,,
222127,0000011168,静岡県,焼津市,相撲場,スモウバ,,,焼津市2-7-5,,34.864196,138.313565,,,,スポーツ課,,,,【開館時間】不定期,,,,
222127,0000011169,静岡県,焼津市,大井川港コミュニティ防災センター,オオイガワコウコミュニティボウサイセンター,,,焼津市飯淵2160,,34.77985329,138.2975497,,,,大井川港管理事務所,,,,【開館時間】9：00～21：00 【休館日】12月29日から翌年１月３日まで,,,,
222127,0000011170,静岡県,焼津市,花沢地区ビジターセンター,ハナザワチクビジターセンター,,,焼津市花沢25番地,,34.904983,138.330147,,,,文化振興課,,,,,,,,
222127,0000011171,静岡県,焼津市,浜通り服部家,ハマドオリハットリケ,,,焼津市城之腰119-1,,34.861826,138.323859,,,,管財課,,,,【開館時間】未定 【休館日】未定,,,,
222127,0000019001,静岡県,焼津市,焼津図書館,ヤイヅトショカン,,,焼津市三ケ名1550-2,,34.86466037,138.3057186,,,,図書課,,,,【開館時間】9:00～19:00 9:00～17:00（土・日・祝休日） 【休館日】月曜日（祝休日に当たる場合は翌平日） 館内整理日（第４金曜日及び１月４日）、年末年始,,,,
222127,0000019002,静岡県,焼津市,歴史民俗資料館,レキシミンゾクシリョウカン,,,焼津市三ケ名1550,,34.86466037,138.3057186,,,,文化振興課,,,,【開館時間】9:00～17：００ 【休館日】月曜日,,,,
222127,0000019003,静岡県,焼津市,小泉八雲記念館,コイズミヤクモキネンカン,,,焼津市三ケ名1550,,34.86466037,138.3057186,,,,文化振興課,,,,【開館時間】午前９時から午後５時 【休館日】毎週月曜日及び年末年始、展示替に伴う臨時休館日,,,,
222127,0000020001,静岡県,焼津市,ほしのこクラブ,ホシノコクラブ,,,焼津市田尻1992-2,,34.827274,138.321012,,,,家庭・子ども支援課,,,,【開館時間】平日：12:00～18:30　　土曜日：7:30～17:30 長期休暇：7:30～18:30 【休館日】日曜日、祝祭日,,,,
222127,0000020002,静岡県,焼津市,ターントクルこども館,ターントクルコドモカン,,,焼津市栄町5-1-1,,34.868497,138.320768,,,,子育て支援課,,,,【開館時間】9:00～19:00 【休館日】水曜日、年末年始,,,,
222127,0000020003,静岡県,焼津市,水防センター,スイボウセンター,,,焼津市中島,,34.78883,138.275921,,,,河川課,,,,,,,,
